1682216806,0.0
1682216806,197.1
1682216806,322.9
1682216806,352.4
1682216807,379.7
1682216807,391.7
1682216807,396.4
1682216807,397.6
1682216808,397.9
1682216808,398.8
1682216808,395.5
1682216808,399.9
1682216809,396.1
1682216809,394.0
1682216809,396.1
1682216809,394.7
1682216810,394.8
1682216810,391.0
1682216810,395.2
1682216811,396.3
1682216811,399.0
1682216811,398.5
1682216811,398.4
1682216812,397.0
1682216812,396.9
1682216812,397.2
1682216812,399.2
1682216813,398.8
1682216813,398.4
1682216813,398.7
1682216813,399.2
1682216813,398.6
1682216814,396.6
1682216814,399.5
1682216814,397.2
1682216814,393.8
1682216815,398.6
1682216815,398.4
1682216815,398.7
1682216815,398.4
1682216816,398.9
1682216816,79.3
1682216816,199.3
1682216816,318.8
1682216816,366.1
1682216817,385.1
1682216817,393.5
1682216817,394.0
1682216817,394.4
1682216818,395.8
1682216818,395.3
1682216818,397.6
1682216818,396.6
1682216819,397.4
1682216819,397.8
1682216819,397.3
1682216819,395.2
1682216820,397.6
1682216820,396.4
1682216820,398.7
1682216820,396.6
1682216821,397.6
1682216821,397.9
1682216821,398.7
1682216821,394.1
1682216822,397.6
1682216822,397.0
1682216822,397.5
1682216822,397.3
1682216823,399.7
1682216823,397.0
1682216823,398.6
1682216823,397.7
1682216824,398.4
1682216824,398.4
1682216824,398.4
1682216824,396.4
1682216824,398.3
1682216825,398.6
1682216825,399.0
1682216825,399.7
1682216825,397.1
1682216826,396.4
1682216826,90.8
1682216826,278.5
1682216826,354.4
1682216827,377.2
1682216827,389.3
1682216827,394.3
1682216827,397.6
1682216828,400.0
1682216828,397.0
1682216828,397.8
1682216828,397.4
1682216828,398.4
1682216829,398.6
1682216829,397.7
1682216829,394.3
1682216829,399.3
1682216830,398.0
1682216830,399.3
1682216830,395.1
1682216830,399.4
1682216831,399.2
1682216831,399.4
1682216831,397.2
1682216831,400.0
1682216832,393.6
1682216832,399.2
1682216832,398.6
1682216832,396.9
1682216833,399.4
1682216833,398.6
1682216833,397.7
1682216833,399.0
1682216834,398.5
1682216834,397.6
1682216834,398.0
1682216834,397.8
1682216834,398.7
1682216835,398.4
1682216835,397.6
1682216835,397.5
1682216835,399.8
1682216836,212.5
1682216836,328.2
1682216836,370.4
1682216837,384.6
1682216837,391.4
1682216837,394.7
1682216837,396.9
1682216838,399.3
1682216838,396.2
1682216838,394.9
1682216838,396.9
1682216839,399.3
1682216839,399.1
1682216839,392.1
1682216840,393.8
1682216840,399.2
1682216840,398.5
1682216840,397.4
1682216840,397.9
1682216841,399.6
1682216841,397.1
1682216841,395.4
1682216841,397.2
1682216842,396.3
1682216842,395.7
1682216842,397.8
1682216842,399.4
1682216843,395.7
1682216843,398.4
1682216843,398.2
1682216843,398.9
1682216844,397.0
1682216844,396.7
1682216844,397.9
1682216844,397.1
1682216845,397.1
1682216845,397.6
1682216845,395.4
1682216845,396.9
1682216846,395.4
1682216846,0.0
1682216846,219.9
1682216846,328.6
1682216847,366.5
1682216847,387.7
1682216847,392.5
1682216847,393.0
1682216848,399.3
1682216848,397.8
1682216848,395.9
1682216848,396.1
1682216849,397.6
1682216849,399.1
1682216849,395.0
1682216850,397.8
1682216850,398.2
1682216850,399.3
1682216850,399.0
1682216851,398.6
1682216851,398.1
1682216851,398.6
1682216851,397.4
1682216852,399.1
1682216852,397.4
1682216852,397.8
1682216852,397.4
1682216853,398.1
1682216853,396.4
1682216853,382.7
1682216853,388.5
1682216854,395.3
1682216854,398.9
1682216854,398.9
1682216854,398.7
1682216855,397.2
1682216855,399.9
1682216855,398.1
1682216855,398.0
1682216856,396.7
